appointment_id,institution_id,seat_id,seat_level,source_index,title_verbatim,unit_name,person_id,start_date,start_precision,end_date,end_precision,end_date_suppressed,is_current,is_interim,is_interim_legacy,interim_evidence,interim_evidence_quote,interim_override,interim_override_reason,interim_diverges_from_legacy,title_is_compound,converted_to_permanent,linked_permanent_id,predecessor_appointment_id,appointment_seq,is_left_censored,last_verified_date,announcement_date,search_start_date,search_firm,is_internal_hire,source_url
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES-D-COLLEGE-OF-PHARMACY-1892-1,US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES-D-COLLEGE-OF-PHARMACY,dean,r1-pharmacy-deans.json,Dean,College of Pharmacy,P00044,1892-01-01,year,1936-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,,https://www.pharmacy.umn.edu/about/history
US-JOHNS-HOPKINS-UNIVERSITY-D-JOHNS-HOPKINS-UNIVERSITY-SCHOOL-OF-MEDICINE-1893-1,US-JOHNS-HOPKINS-UNIVERSITY,US-JOHNS-HOPKINS-UNIVERSITY-D-JOHNS-HOPKINS-UNIVERSITY-SCHOOL-OF-MEDICINE,dean,r1-medschool-deans.json,,Johns Hopkins University School of Medicine,P00045,1893-01-01,year,1898-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,TRUE,https://hub.jhu.edu/2018/06/06/johns-hopkins-medicine-125-years-history/
US-UNIVERSITY-OF-TEXAS-AUSTIN-D-COLLEGE-OF-PHARMACY-1893-1,US-UNIVERSITY-OF-TEXAS-AUSTIN,US-UNIVERSITY-OF-TEXAS-AUSTIN-D-COLLEGE-OF-PHARMACY,dean,r1-pharmacy-deans.json,,College of Pharmacy,P00046,1893-01-01,year,1927-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,,https://pharmacy.utexas.edu/about/history
US-UNIVERSITY-OF-WASHINGTON-D-SCHOOL-OF-PHARMACY-1894-1,US-UNIVERSITY-OF-WASHINGTON,US-UNIVERSITY-OF-WASHINGTON-D-SCHOOL-OF-PHARMACY,dean,r1-pharmacy-deans.json,Dean,School of Pharmacy,P00047,1894-01-01,year,1895-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,,https://sop.washington.edu/about/history/
US-CORNELL-UNIVERSITY-D-COLLEGE-OF-VETERINARY-MEDICINE-1894-1,US-CORNELL-UNIVERSITY,US-CORNELL-UNIVERSITY-D-COLLEGE-OF-VETERINARY-MEDICINE,dean,r1-vet-deans.json,,College of Veterinary Medicine,P00048,1894-01-01,year,1908-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,TRUE,https://www.vet.cornell.edu/about-us/our-history
US-UNIVERSITY-OF-PENNSYLVANIA-D-UNIVERSITY-OF-PENNSYLVANIA-CAREY-LAW-SCHOOL-1895-6,US-UNIVERSITY-OF-PENNSYLVANIA,US-UNIVERSITY-OF-PENNSYLVANIA-D-UNIVERSITY-OF-PENNSYLVANIA-CAREY-LAW-SCHOOL,dean,r1-lawschool-deans.json,,University of Pennsylvania Carey Law School,P00049,1895-01-01,year,1896-01-01,year,FALSE,FALSE,TRUE,TRUE,none,,TRUE,legacy ETL flag only; no source evidence,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-PENNSYLVANIA-D-UNIVERSITY-OF-PENNSYLVANIA-CAREY-LAW-SCHOOL-1888-5,6,FALSE,,,,,,https://archives.upenn.edu/exhibits/penn-people/notables/university-leaders/deans/law-school-deans/
US-UNIVERSITY-OF-PITTSBURGH-D-UNIVERSITY-OF-PITTSBURGH-SCHOOL-OF-LAW-1895-1,US-UNIVERSITY-OF-PITTSBURGH,US-UNIVERSITY-OF-PITTSBURGH-D-UNIVERSITY-OF-PITTSBURGH-SCHOOL-OF-LAW,dean,r1-lawschool-deans.json,,University of Pittsburgh School of Law,P00050,1895-01-01,year,1920-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,,https://law-pitt.libguides.com/barcoasc/history-of-pitt-law/deans
US-UNIVERSITY-OF-COLORADO-DENVER-D-UNIVERSITY-OF-COLORADO-SCHOOL-OF-MEDICINE-1895-4,US-UNIVERSITY-OF-COLORADO-DENVER,US-UNIVERSITY-OF-COLORADO-DENVER-D-UNIVERSITY-OF-COLORADO-SCHOOL-OF-MEDICINE,dean,r1-medschool-deans.json,,University of Colorado School of Medicine (Anschutz Medical Campus),P00051,1895-01-01,year,1897-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-COLORADO-DENVER-D-UNIVERSITY-OF-COLORADO-SCHOOL-OF-MEDICINE-1892-3,4,FALSE,,,,,,https://library-cuanschutz.libguides.com/SOM-profiles/faculty
US-UNIVERSITY-OF-KANSAS-D-COLLEGE-OF-LIBERAL-ARTS-AND-SCIENCES-1895-2,US-UNIVERSITY-OF-KANSAS,US-UNIVERSITY-OF-KANSAS-D-COLLEGE-OF-LIBERAL-ARTS-AND-SCIENCES,dean,r1-arts-deans.json,Dean,College of Liberal Arts and Sciences,P00052,1895-01-01,year,1903-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-KANSAS-D-COLLEGE-OF-LIBERAL-ARTS-AND-SCIENCES-1892-1,2,FALSE,,,,,,https://collegedean.ku.edu/previous-deans
US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN-D-COLLEGE-OF-AGRICULTURAL-CONSUMER-AND-ENVIRONMENT-1895-2,US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN,US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN-D-COLLEGE-OF-AGRICULTURAL-CONSUMER-AND-ENVIRONMENT,dean,r1-agschool-deans.json,Dean,"College of Agricultural, Consumer and Environmental Sciences (ACES)",P00053,1895-01-01,year,1922-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-ILLINOIS-URBANA-CHAMPAIGN-D-COLLEGE-OF-AGRICULTURAL-CONSUMER-AND-ENVIRONMENT-1878-1,2,FALSE,,,,,,https://aces.illinois.edu/about/dean
US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES-D-COLLEGE-OF-FOOD-AGRICULTURAL-AND-NATURAL-RESOURC-1895-1,US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES-D-COLLEGE-OF-FOOD-AGRICULTURAL-AND-NATURAL-RESOURC,dean,r1-agschool-deans.json,Dean of the Department of Agriculture,"College of Food, Agricultural and Natural Resource Sciences",P00054,1895-01-01,year,1907-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean of the Department of Agriculture,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,,https://archives.lib.umn.edu/repositories/14/resources/1656
US-UNIVERSITY-OF-MISSOURI-D-COLLEGE-OF-AGRICULTURE-FOOD-AND-NATURAL-RESOURCE-1895-4,US-UNIVERSITY-OF-MISSOURI,US-UNIVERSITY-OF-MISSOURI-D-COLLEGE-OF-AGRICULTURE-FOOD-AND-NATURAL-RESOURCE,dean,r1-agschool-deans.json,Dean of the College of Agriculture and Director of the Agricultural Experiment Station,"College of Agriculture, Food and Natural Resources",P00055,1895-01-01,year,1909-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean of the College of Agriculture and Director of the Agricultural Experiment Station,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-MISSOURI-D-COLLEGE-OF-AGRICULTURE-FOOD-AND-NATURAL-RESOURCE-1889-3,4,FALSE,,,,,,https://cafnr.missouri.edu/about-cafnr/history/
US-OHIO-STATE-UNIVERSITY-D-COLLEGE-OF-PHARMACY-1895-1,US-OHIO-STATE-UNIVERSITY,US-OHIO-STATE-UNIVERSITY-D-COLLEGE-OF-PHARMACY,dean,r1-pharmacy-deans.json,Dean,College of Pharmacy,P00056,1895-01-01,year,1920-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,,https://issuu.com/ohiostatepharmacy/docs/pharmhistoryrev4onlinehigh
US-UNIVERSITY-OF-WASHINGTON-D-SCHOOL-OF-PHARMACY-1895-2,US-UNIVERSITY-OF-WASHINGTON,US-UNIVERSITY-OF-WASHINGTON-D-SCHOOL-OF-PHARMACY,dean,r1-pharmacy-deans.json,Dean,School of Pharmacy,P00057,1895-01-01,year,1899-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-WASHINGTON-D-SCHOOL-OF-PHARMACY-1894-1,2,FALSE,,,,,,https://sop.washington.edu/about/history/
US-OHIO-STATE-UNIVERSITY-D-COLLEGE-OF-VETERINARY-MEDICINE-1895-2,US-OHIO-STATE-UNIVERSITY,US-OHIO-STATE-UNIVERSITY-D-COLLEGE-OF-VETERINARY-MEDICINE,dean,r1-vet-deans.json,,College of Veterinary Medicine,P00058,1895-01-01,year,1929-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-OHIO-STATE-UNIVERSITY-D-COLLEGE-OF-VETERINARY-MEDICINE-1885-1,2,FALSE,,,,,TRUE,https://kb.osu.edu/server/api/core/bitstreams/38f500a2-fed5-56e4-8f8b-e9e336ded5fe/content
US-WASHINGTON-STATE-UNIVERSITY-D-COLLEGE-OF-VETERINARY-MEDICINE-1895-1,US-WASHINGTON-STATE-UNIVERSITY,US-WASHINGTON-STATE-UNIVERSITY-D-COLLEGE-OF-VETERINARY-MEDICINE,dean,r1-vet-deans.json,,College of Veterinary Medicine,P00059,1895-01-01,year,1919-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,TRUE,https://vetmed.wsu.edu/college-deans-through-the-years/
US-UNIVERSITY-OF-PENNSYLVANIA-D-UNIVERSITY-OF-PENNSYLVANIA-CAREY-LAW-SCHOOL-1896-7,US-UNIVERSITY-OF-PENNSYLVANIA,US-UNIVERSITY-OF-PENNSYLVANIA-D-UNIVERSITY-OF-PENNSYLVANIA-CAREY-LAW-SCHOOL,dean,r1-lawschool-deans.json,,University of Pennsylvania Carey Law School,P00060,1896-01-01,year,1914-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-PENNSYLVANIA-D-UNIVERSITY-OF-PENNSYLVANIA-CAREY-LAW-SCHOOL-1895-6,7,FALSE,,,,,TRUE,https://archives.upenn.edu/exhibits/penn-people/notables/university-leaders/deans/law-school-deans/
US-UNIVERSITY-OF-COLORADO-DENVER-D-UNIVERSITY-OF-COLORADO-SCHOOL-OF-MEDICINE-1897-5,US-UNIVERSITY-OF-COLORADO-DENVER,US-UNIVERSITY-OF-COLORADO-DENVER-D-UNIVERSITY-OF-COLORADO-SCHOOL-OF-MEDICINE,dean,r1-medschool-deans.json,,University of Colorado School of Medicine (Anschutz Medical Campus),P00061,1897-01-01,year,1907-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-COLORADO-DENVER-D-UNIVERSITY-OF-COLORADO-SCHOOL-OF-MEDICINE-1895-4,5,FALSE,,,,,,https://library-cuanschutz.libguides.com/SOM-profiles/faculty
US-IOWA-STATE-UNIVERSITY-D-COLLEGE-OF-AGRICULTURE-AND-LIFE-SCIENCES-1897-2,US-IOWA-STATE-UNIVERSITY,US-IOWA-STATE-UNIVERSITY-D-COLLEGE-OF-AGRICULTURE-AND-LIFE-SCIENCES,dean,r1-agschool-deans.json,Dean of Agriculture and Director of the Agricultural Experiment Station,College of Agriculture and Life Sciences (CALS),P00062,1897-01-01,year,1902-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean of Agriculture and Director of the Agricultural Experiment Station,FALSE,,FALSE,FALSE,FALSE,,US-IOWA-STATE-UNIVERSITY-D-COLLEGE-OF-AGRICULTURE-AND-LIFE-SCIENCES-1879-1,2,FALSE,,,,,,https://www.cals.iastate.edu/content/deans-agriculture-iowa-state-university
US-UNIVERSITY-OF-PENNSYLVANIA-D-SCHOOL-OF-VETERINARY-MEDICINE-1897-3,US-UNIVERSITY-OF-PENNSYLVANIA,US-UNIVERSITY-OF-PENNSYLVANIA-D-SCHOOL-OF-VETERINARY-MEDICINE,dean,r1-vet-deans.json,,School of Veterinary Medicine,P00063,1897-01-01,year,1909-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-PENNSYLVANIA-D-SCHOOL-OF-VETERINARY-MEDICINE-1890-2,3,FALSE,,,,,TRUE,https://www.vet.upenn.edu/about/our-history/deans-of-penn-vet
US-AMERICAN-UNIVERSITY-D-AMERICAN-UNIVERSITY-WASHINGTON-COLLEGE-OF-LAW-1898-1,US-AMERICAN-UNIVERSITY,US-AMERICAN-UNIVERSITY-D-AMERICAN-UNIVERSITY-WASHINGTON-COLLEGE-OF-LAW,dean,r1-lawschool-deans.json,,American University Washington College of Law,P00064,1898-01-01,year,1907-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,,https://www.american.edu/wcl/impact/history/former-deans/
US-VIRGINIA-COMMONWEALTH-UNIVERSITY-D-SCHOOL-OF-PHARMACY-1898-1,US-VIRGINIA-COMMONWEALTH-UNIVERSITY,US-VIRGINIA-COMMONWEALTH-UNIVERSITY-D-SCHOOL-OF-PHARMACY,dean,r1-pharmacy-deans.json,Dean,School of Pharmacy,P00065,1898-01-01,year,1913-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,,https://pharmacy.vcu.edu/about/our-school/history/
US-BOSTON-UNIVERSITY-D-BOSTON-UNIVERSITY-ARAM-V-CHOBANIAN-AND-EDWARD-AV-1899-2,US-BOSTON-UNIVERSITY,US-BOSTON-UNIVERSITY-D-BOSTON-UNIVERSITY-ARAM-V-CHOBANIAN-AND-EDWARD-AV,dean,r1-medschool-deans.json,,Boston University Aram V. Chobanian & Edward Avedisian School of Medicine,P00066,1899-01-01,year,1922-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-BOSTON-UNIVERSITY-D-BOSTON-UNIVERSITY-ARAM-V-CHOBANIAN-AND-EDWARD-AV-1873-1,2,FALSE,,,,,,https://www.bumc.bu.edu/medlib/resources/reference-tools/deans/
US-JOHNS-HOPKINS-UNIVERSITY-D-JOHNS-HOPKINS-UNIVERSITY-SCHOOL-OF-MEDICINE-1899-2,US-JOHNS-HOPKINS-UNIVERSITY,US-JOHNS-HOPKINS-UNIVERSITY-D-JOHNS-HOPKINS-UNIVERSITY-SCHOOL-OF-MEDICINE,dean,r1-medschool-deans.json,,Johns Hopkins University School of Medicine,P00067,1899-01-01,year,1911-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-JOHNS-HOPKINS-UNIVERSITY-D-JOHNS-HOPKINS-UNIVERSITY-SCHOOL-OF-MEDICINE-1893-1,2,FALSE,,,,,TRUE,https://hub.jhu.edu/2018/06/06/johns-hopkins-medicine-125-years-history/
US-UNIVERSITY-OF-KANSAS-D-UNIVERSITY-OF-KANSAS-SCHOOL-OF-MEDICINE-1899-1,US-UNIVERSITY-OF-KANSAS,US-UNIVERSITY-OF-KANSAS-D-UNIVERSITY-OF-KANSAS-SCHOOL-OF-MEDICINE,dean,r1-medschool-deans.json,,University of Kansas School of Medicine,P00068,1899-01-01,year,1905-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,TRUE,https://www.kumc.edu/school-of-medicine/about/leadership.html
US-UNIVERSITY-OF-OKLAHOMA-D-COLLEGE-OF-PHARMACY-1899-1,US-UNIVERSITY-OF-OKLAHOMA,US-UNIVERSITY-OF-OKLAHOMA-D-COLLEGE-OF-PHARMACY,dean,r1-pharmacy-deans.json,Dean,College of Pharmacy,P00069,1899-01-01,year,1904-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,,https://www.ou.edu/news/articles/2024/june/ou-college-of-pharmacy-names-new-dean
US-UNIVERSITY-OF-WASHINGTON-D-SCHOOL-OF-PHARMACY-1899-3,US-UNIVERSITY-OF-WASHINGTON,US-UNIVERSITY-OF-WASHINGTON-D-SCHOOL-OF-PHARMACY,dean,r1-pharmacy-deans.json,Dean,School of Pharmacy,P00070,1899-01-01,year,1902-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-WASHINGTON-D-SCHOOL-OF-PHARMACY-1895-2,3,FALSE,,,,,,https://sop.washington.edu/about/history/
US-UNIVERSITY-OF-GEORGIA-D-UNIVERSITY-OF-GEORGIA-SCHOOL-OF-LAW-1900-1,US-UNIVERSITY-OF-GEORGIA,US-UNIVERSITY-OF-GEORGIA-D-UNIVERSITY-OF-GEORGIA-SCHOOL-OF-LAW,dean,r1-lawschool-deans.json,,University of Georgia School of Law,P00071,1900-01-01,year,1927-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,,https://www.lawdeans.com/schoolprofile.php?UID=138
US-UNIVERSITY-OF-SOUTHERN-CALIFORNIA-D-USC-GOULD-SCHOOL-OF-LAW-1900-1,US-UNIVERSITY-OF-SOUTHERN-CALIFORNIA,US-UNIVERSITY-OF-SOUTHERN-CALIFORNIA-D-USC-GOULD-SCHOOL-OF-LAW,dean,r1-lawschool-deans.json,,USC Gould School of Law,P00072,1900-01-01,year,1901-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,,https://www.lawdeans.com/schoolprofile.php?UID=174
US-UNIVERSITY-OF-IOWA-D-COLLEGE-OF-LIBERAL-ARTS-AND-SCIENCES-1900-1,US-UNIVERSITY-OF-IOWA,US-UNIVERSITY-OF-IOWA-D-COLLEGE-OF-LIBERAL-ARTS-AND-SCIENCES,dean,r1-arts-deans.json,Dean,College of Liberal Arts and Sciences,P00073,1900-01-01,year,1907-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,,https://clas.uiowa.edu/about/history
US-YALE-UNIVERSITY-D-YALE-SCHOOL-OF-THE-ENVIRONMENT-1900-1,US-YALE-UNIVERSITY,US-YALE-UNIVERSITY-D-YALE-SCHOOL-OF-THE-ENVIRONMENT,dean,r1-agschool-deans.json,,Yale School of the Environment,P00074,1900-01-01,year,1912-01-01,year,FALSE,FALSE,FALSE,FALSE,narrative_other_office,"Forest Service (1910-1920), which is why Toumey served as Acting Director 1910-1912.",FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,,https://environment.yale.edu/about/history
US-IOWA-STATE-UNIVERSITY-D-COLLEGE-OF-VETERINARY-MEDICINE-1900-2,US-IOWA-STATE-UNIVERSITY,US-IOWA-STATE-UNIVERSITY-D-COLLEGE-OF-VETERINARY-MEDICINE,dean,r1-vet-deans.json,,College of Veterinary Medicine,P00075,1900-01-01,year,1908-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-IOWA-STATE-UNIVERSITY-D-COLLEGE-OF-VETERINARY-MEDICINE-1879-1,2,FALSE,,,,,,https://vetmed.iastate.edu/about/history/deans/
US-COLUMBIA-UNIVERSITY-D-COLUMBIA-LAW-SCHOOL-1901-3,US-COLUMBIA-UNIVERSITY,US-COLUMBIA-UNIVERSITY-D-COLUMBIA-LAW-SCHOOL,dean,r1-lawschool-deans.json,,Columbia Law School,P00076,1901-01-01,year,1910-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-COLUMBIA-UNIVERSITY-D-COLUMBIA-LAW-SCHOOL-1891-2,3,FALSE,,,,,,https://www.lawdeans.com/schoolprofile.php?UID=34
US-UNIVERSITY-OF-SOUTH-CAROLINA-D-UNIVERSITY-OF-SOUTH-CAROLINA-JOSEPH-F-RICE-SCHOO-1901-1,US-UNIVERSITY-OF-SOUTH-CAROLINA,US-UNIVERSITY-OF-SOUTH-CAROLINA-D-UNIVERSITY-OF-SOUTH-CAROLINA-JOSEPH-F-RICE-SCHOO,dean,r1-lawschool-deans.json,,University of South Carolina Joseph F. Rice School of Law,P00077,1901-01-01,year,1908-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,,https://www.lawdeans.com/schoolprofile.php?UID=172
US-UNIVERSITY-OF-SOUTHERN-CALIFORNIA-D-USC-GOULD-SCHOOL-OF-LAW-1901-2,US-UNIVERSITY-OF-SOUTHERN-CALIFORNIA,US-UNIVERSITY-OF-SOUTHERN-CALIFORNIA-D-USC-GOULD-SCHOOL-OF-LAW,dean,r1-lawschool-deans.json,,USC Gould School of Law,P00078,1901-01-01,year,1902-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-SOUTHERN-CALIFORNIA-D-USC-GOULD-SCHOOL-OF-LAW-1900-1,2,FALSE,,,,,,https://www.lawdeans.com/schoolprofile.php?UID=174
US-UNIVERSITY-OF-TEXAS-AUSTIN-D-UNIVERSITY-OF-TEXAS-SCHOOL-OF-LAW-1901-1,US-UNIVERSITY-OF-TEXAS-AUSTIN,US-UNIVERSITY-OF-TEXAS-AUSTIN-D-UNIVERSITY-OF-TEXAS-SCHOOL-OF-LAW,dean,r1-lawschool-deans.json,,University of Texas School of Law,P00079,1901-01-01,year,1923-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,,https://law.utexas.edu/history-of-texas-law/
US-OHIO-UNIVERSITY-D-COLLEGE-OF-ARTS-AND-SCIENCES-1901-1,US-OHIO-UNIVERSITY,US-OHIO-UNIVERSITY-D-COLLEGE-OF-ARTS-AND-SCIENCES,dean,r1-arts-deans.json,Dean,College of Arts and Sciences,P00080,1901-01-01,year,1907-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,TRUE,https://www.ohio.edu/cas/about/history-college/history-deans
US-UNIVERSITY-OF-HAWAII-MANOA-D-COLLEGE-OF-TROPICAL-AGRICULTURE-AND-HUMAN-RESILI-1901-1,US-UNIVERSITY-OF-HAWAII-MANOA,US-UNIVERSITY-OF-HAWAII-MANOA-D-COLLEGE-OF-TROPICAL-AGRICULTURE-AND-HUMAN-RESILI,dean,r1-agschool-deans.json,Dean,College of Tropical Agriculture and Human Resilience,P00081,1901-01-01,year,1908-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,,https://www.ctahr.hawaii.edu/site/PastDeans.aspx
US-UNIVERSITY-OF-CHICAGO-D-UNIVERSITY-OF-CHICAGO-LAW-SCHOOL-1902-1,US-UNIVERSITY-OF-CHICAGO,US-UNIVERSITY-OF-CHICAGO-D-UNIVERSITY-OF-CHICAGO-LAW-SCHOOL,dean,r1-lawschool-deans.json,,University of Chicago Law School,P00082,1902-01-01,year,1904-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,,https://www.law.uchicago.edu/news/deans-collection
US-UNIVERSITY-OF-COLORADO-BOULDER-D-UNIVERSITY-OF-COLORADO-LAW-SCHOOL-1902-2,US-UNIVERSITY-OF-COLORADO-BOULDER,US-UNIVERSITY-OF-COLORADO-BOULDER-D-UNIVERSITY-OF-COLORADO-LAW-SCHOOL,dean,r1-lawschool-deans.json,,University of Colorado Law School (Colorado Law),P00083,1902-01-01,year,1907-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-COLORADO-BOULDER-D-UNIVERSITY-OF-COLORADO-LAW-SCHOOL-1892-1,2,FALSE,,,,,,https://www.lawdeans.com/schoolprofile.php?UID=131
US-UNIVERSITY-OF-SOUTHERN-CALIFORNIA-D-USC-GOULD-SCHOOL-OF-LAW-1902-3,US-UNIVERSITY-OF-SOUTHERN-CALIFORNIA,US-UNIVERSITY-OF-SOUTHERN-CALIFORNIA-D-USC-GOULD-SCHOOL-OF-LAW,dean,r1-lawschool-deans.json,,USC Gould School of Law,P00084,1902-01-01,year,1904-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-SOUTHERN-CALIFORNIA-D-USC-GOULD-SCHOOL-OF-LAW-1901-2,3,FALSE,,,,,,https://www.lawdeans.com/schoolprofile.php?UID=174
US-IOWA-STATE-UNIVERSITY-D-COLLEGE-OF-AGRICULTURE-AND-LIFE-SCIENCES-1902-3,US-IOWA-STATE-UNIVERSITY,US-IOWA-STATE-UNIVERSITY-D-COLLEGE-OF-AGRICULTURE-AND-LIFE-SCIENCES,dean,r1-agschool-deans.json,Dean of Agriculture and Director of the Agricultural Experiment Station,College of Agriculture and Life Sciences (CALS),P00085,1902-01-01,year,1932-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean of Agriculture and Director of the Agricultural Experiment Station,FALSE,,FALSE,FALSE,FALSE,,US-IOWA-STATE-UNIVERSITY-D-COLLEGE-OF-AGRICULTURE-AND-LIFE-SCIENCES-1897-2,3,FALSE,,,,,TRUE,https://www.ans.iastate.edu/about/history/people/charles-f-curtiss
US-LONG-ISLAND-UNIVERSITY-D-ARNOLD-AND-MARIE-SCHWARTZ-COLLEGE-OF-PHARMACY-AN-1902-3,US-LONG-ISLAND-UNIVERSITY,US-LONG-ISLAND-UNIVERSITY-D-ARNOLD-AND-MARIE-SCHWARTZ-COLLEGE-OF-PHARMACY-AN,dean,r1-pharmacy-deans.json,Dean,Arnold & Marie Schwartz College of Pharmacy and Health Sciences,P00086,1902-01-01,year,1937-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-LONG-ISLAND-UNIVERSITY-D-ARNOLD-AND-MARIE-SCHWARTZ-COLLEGE-OF-PHARMACY-AN-1892-2,3,FALSE,,,,,,https://www.liu.edu/Pharmacy/Spotlight-On/Pharmacy-History
