person_id,full_name,gender,highest_degree,degree_field,doctoral_institution_id,prior_position_title,prior_position_institution_id,prior_dean_experience,prior_president_experience,person_birth_year,first_appearance_year
P00388,Leslie Jackson,m,phd,,,,,,,,1941
P00389,Edwin R. Keedy,m,phd,,,,,,,,1941
P00390,Bennett F. Avery,m,phd,,,,,,,,1941
P00391,W. Reece Berryhill,m,phd,,,"Faculty, UNC School of Medicine",,,,,1941
P00392,Harry Newburn,m,phd,,US-UNIVERSITY-OF-IOWA,Professor of Education,,,,,1941
P00393,Clyde H. Bailey,m,phd,,US-UNIVERSITY-OF-MARYLAND-COLLEGE-PARK,,,,,,1941
P00394,Lynn S. Blake,m,phd,,,,,,,,1941
P00395,Glenn L. Jenkins,m,phd,,,,,,,,1941
P00396,Judson Adams Crane,m,phd,,,,,,,,1942
P00397,Carolyn Ladd Widmer,f,phd,,,Yale University School of Nursing graduate,,,,,1942
P00398,David Andrew Weaver,m,phd,,,Baylor faculty,,,,,1942
P00399,Paul M. Dunn,m,phd,,,Forestry faculty/administration,,,,,1942
P00400,Horace E. Thompson,m,phd,,,,,,,,1943
P00401,Helen Arthur,f,phd,,,,,,,,1943
P00402,Zora McAnelly Fiedler,f,phd,,,,,,,,1943
P00403,Julia Miller,f,phd,,,Director,,,,,1943
P00404,George William Starcher,m,phd,,,Faculty,,,,,1943
P00405,"Rev. Francis P. Cavanaugh, C.S.C.",m,phd,,,"Priest and faculty, Notre Dame",,,,,1943
P00406,William I. Myers,m,phd,,US-CORNELL-UNIVERSITY,"Professor of Agricultural Economics, Cornell University (previously Governor of the Farm Credit Administration)",,,,,1943
P00407,Edwin B. Fred,m,phd,Bacteriology,,,,,,,1943
P00408,Myron G. Fincher,m,phd,,,Professor of veterinary medicine,,,,,1943
P00409,"Henry H. ""Dale"" Bergman",m,phd,,,Head of the Department of Physiology and Pharmacology,,,,,1943
P00410,Charles F. Branch,m,phd,,,,,,,,1944
P00411,Elizabeth Seelye Bixler (Torrey),f,phd,,,,,,,,1944
P00412,Carter V. Good,m,phd,,,faculty,,,,,1944
P00413,Elliot Dunlap Smith,m,phd,,,,,,,,1945
P00414,Earl G. Harrison,m,phd,,,,,,,,1945
P00415,Donald G. Anderson,m,phd,,,,,,,,1945
P00416,"Wilbur ""Bull"" Smith",m,phd,,,"Faculty, LSU School of Medicine",,,,,1945
P00417,George W. McCoy,m,phd,,,"Faculty, LSU School of Medicine",,,,,1945
P00418,Roy R. Kracke,m,phd,,,Pathologist; hematologist,,,,,1945
P00419,Ward Darley,m,phd,,,,,,,,1945
P00420,Ernest W. Goodpasture,m,phd,,,,,,,,1945
P00421,Katharine E. Faville,f,phd,,,Nursing Department Director,,,,,1945
P00422,Henry Kronenberg,m,phd,,,,,,,,1945
P00423,Arnold E. Joyal,m,phd,,,,,,,,1945
P00424,James P. Cornette,m,phd,,,Baylor faculty,,,,,1945
P00425,Earl McGrath,m,phd,Higher Education,US-UNIVERSITY-OF-CHICAGO,Professor of Education,,,,,1945
P00426,Leonard David Baver,m,phd,,,,,,,,1945
P00427,E.A. Trowbridge,m,phd,,,"Chairman, Department of Animal Husbandry, University of Missouri",,,,,1945
P00428,Ira Baldwin,m,phd,,,,,,,,1945
P00429,George A. Garratt,m,phd,,,"Professor of Forest Products, Yale School of Forestry",,,,,1945
P00430,Walter R. Hobbs,m,phd,,,,,,,,1945
P00431,Robert K. Graham,m,phd,,,Faculty member in animal pathology and hygiene (joined the Department of Animal Husbandry in 1917),,,,,1945
P00432,William J. Edens,m,phd,,,,,,,,1946
P00433,Margaret H. Amsler,f,phd,,,,,,,,1946
P00434,Absalom C. Russell,m,phd,,,,,,,,1946
P00435,Samuel Lander Prince,m,phd,,,,,,,,1946
P00436,Edward L. Turner,m,phd,,,,,,,,1946
P00437,Mary Maher,f,phd,,,Faculty of the Massachusetts General Hospital School of Nursing,,,,,1946
P00438,Helen M. Bunge,f,phd,,,,,,,,1946
P00439,Florence K. Wilson,f,phd,,,,,,,,1946
P00440,Wendell W. Wright,m,phd,,,,,,,,1946
P00441,O. C. Aderhold,m,phd,,,faculty in rural education,,,,,1946
P00442,Osman R. Hull,m,phd,,,,,,,,1946
P00443,Sharvy G. Umbeck,m,phd,,,,,,,,1946
P00444,Ralph W. Tyler,m,phd,,US-UNIVERSITY-OF-CHICAGO,,,,,,1946
P00445,R. I. Throckmorton,m,phd,,,"Head, Department of Agronomy, Kansas State College (1925-1946)",,,,,1946
P00446,Thomas B. Hutcheson,m,phd,,,,,,,,1946
P00447,Walter R. Krill,m,phd,,,,,,,,1946
P00448,Thomas J. Jones,m,phd,,,,,,,,1946
P00449,Adrian J. Durant,m,phd,,US-MICHIGAN-STATE-UNIVERSITY,"Professor and Chairman, Department of Veterinary Science (from 1931)",,,,,1946
P00450,Raymond A. Kelser,m,phd,,,Career officer of the U.S. Army Veterinary Corps,,,,,1946
P00451,William C. White,m,phd,,,,,,,,1947
P00452,Horatio Rogers,m,phd,,,,,,,,1947
P00453,Harold Shepherd,m,phd,,,,,,,,1947
P00454,Clifford Waldorf Crandall,m,phd,,,,,,,,1947
P00455,A.A. White,m,phd,,,"Attorney, Dallas",,,,,1947
P00456,James M. Faulkner,m,phd,,,,,,,,1947
P00457,John D. Van Nuys,m,phd,,,"Faculty member, Indiana University School of Medicine",,,,,1947
P00458,Stafford L. Warren,m,phd,,,Radiologist; participant in the Manhattan Project,,,,,1947
P00459,Francis H. Horn,m,phd,,,,,,,,1947
P00460,Monroe S. Carroll,m,phd,,,Baylor faculty,,,,,1947
P00461,Eugene A. Egan,m,phd,,,"Faculty member and Dean of Student Welfare, California Polytechnic State University, San Luis Obispo",,TRUE,,,1947
P00462,Frank J. Welch,m,phd,,,,,,,,1947
P00463,Robert F. Chandler Jr.,m,phd,Pomology,US-UNIVERSITY-OF-MARYLAND-COLLEGE-PARK,,,,,,1947
P00464,Rufus A. Lyman,m,phd,,,,,,,,1947
P00465,Charles H. Stocking,m,phd,,,"Faculty, U-M College of Pharmacy",,,,,1947
P00466,H. M. Burlage,m,phd,,,Pharmacy faculty (first UT dean with a purely pharmaceutical background),,TRUE,,,1947
P00467,L. David Hiner,m,phd,,,,,,,,1947
P00468,Claude S. Bryan,m,phd,,,,,,,,1947
P00469,Clarence H. McElroy,m,phd,,,Long-time veterinary faculty member; previously Dean of the School of Science and Literature and Dean of Men,,TRUE,,,1947
P00470,Ralph C. Dunn,m,phd,,,,,,,,1947
P00471,Clarence M. Haring,m,phd,,,"Professor of veterinary science and head of the Division of Veterinary Science, College of Agriculture",US-UNIVERSITY-OF-CALIFORNIA-BERKELEY,,,,1947
P00472,Willard Lee Boyd,m,phd,,,"Chief of the Division of Veterinary Medicine, School of Agriculture (appointed 1940)",US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,,,,1947
P00473,Abner V. McCall,m,phd,,,,,,,,1948
P00474,Henry A. Fenn,m,phd,,,,,,,,1948
P00475,Maynard E. Pirsig,m,phd,,,"Professor of Law, University of Minnesota",,,,,1948
P00476,Owen J. Roberts,m,phd,,,"Associate Justice, U.S. Supreme Court",,,,,1948
P00477,Shelden Elliott,m,phd,,,,,,,,1948
P00478,Rita P. Kelleher,f,phd,,,First faculty member of the school of nursing (1947),,,,,1948
P00479,Hazelle B. Macquin,f,phd,,,Nursing faculty/administrator,,,,,1948
P00480,Ralph Evans,m,phd,,,,,,,,1948
P00481,Francis Keppel,m,phd,,,Harvard administrator,,,,,1948
P00482,Bryant Kirkland,m,phd,,,,,,,,1948
P00483,Conrad Seegers,m,phd,,,,,,,,1948
P00484,William Gruhn,m,phd,,,,,,,,1948
P00485,Bruce White,m,phd,,,,,,,,1948
P00486,Clarence Faust,m,phd,,,Professor of English,,,,,1948
P00487,Ralph Emerson Page,m,phd,,US-SYRACUSE-UNIVERSITY,Professor and chair of political science (came to UF 1948),,,,,1948
P00488,James Harold Hilton,m,phd,,US-PURDUE-UNIVERSITY,,,,,,1948
P00489,Richard J. Preston,m,phd,,US-STANFORD-UNIVERSITY,,,,,,1948
P00490,J.H. Longwell,m,phd,,,,,,,,1948
P00491,Rudolph K. Froker,m,phd,,,,,,,,1948
P00492,Kenneth L. Waters,m,phd,,,,,,,,1948
P00493,Floyd Cross,m,phd,,,,,,,,1948
P00494,Eldon Emanuel Leasure,m,phd,,,"Professor of veterinary pathology / faculty member, College of Veterinary Medicine",,,,,1948
P00495,Ivan B. Boughton,m,phd,,,,,,,,1948
P00496,George H. Hart,m,phd,,,Professor of animal husbandry,,,,,1948
P00497,Roy E. Nichols,m,phd,,,Assistant/associate professor in the School of Agriculture and Agricultural Experiment Station,US-PURDUE-UNIVERSITY,,,,1948
P00498,Charles L. B. Lowndes,m,phd,,,,,,,,1949
P00499,Maurice S. Culp,m,phd,,,,,,,,1949
P00500,L. Dale Coffman,m,phd,,,"Law professor, Vanderbilt University",,,,,1949
P00501,Charles Bernard Nutting,m,phd,,,,,,,,1949
P00502,W. Page Keeton,m,phd,,,"Dean, University of Oklahoma College of Law",,TRUE,,,1949
P00503,George Packer Berry,m,phd,,,"Professor of bacteriology, University of Rochester School of Medicine",,,,,1949
P00504,Richard H. Young,m,phd,,,,,,,,1949
P00505,Vernon W. Lippard,m,phd,,,,,,,,1949
P00506,Lulu Wolf Hassenplug,f,phd,,,,,,,,1949
P00507,Margery MacLachlan,f,phd,,,,,,,,1949
P00508,Charles E. Prall,m,phd,,,faculty,,,,,1949
P00509,John R. Rackley,m,phd,,,,,,,,1949
P00510,Nelson Marshall,m,phd,,,,,,,,1949
P00511,Dewey Stuit,m,phd,,,Professor of Psychology,,,,,1949
P00512,Floyd Andre,m,phd,,,"Entomologist, Iowa State College",,,,,1949
P00513,Harry Brown,m,phd,,,"Vice Chancellor of Agricultural Teaching, Extension and Research (1947-1949)",,,,,1949
P00514,Earle P. Slone,m,phd,,,"Original faculty, Louisville College of Pharmacy; guided transition to University of Kentucky",,,,,1949
P00515,Aaron Holland Groth,m,phd,,,,,,,,1949
P00516,Granville Davis,m,phd,,,,,,,,1950
P00517,Allan P. Colburn,m,phd,,,,,,,,1950
P00518,Joseph A. McClain Jr.,m,phd,,,,,,,,1950
P00519,William H. Hepburn,m,phd,,,,,,,,1950
P00520,Edward H. Levi,m,phd,,,,,,,,1950
P00521,Robert Kingsley,m,phd,,,"Professor, USC (faculty since 1928); later Justice, California Court of Appeal",,,,,1950
P00522,Carroll W. Weathers,m,phd,,,,,,,,1950
P00523,Tinsley R. Harrison,m,phd,,,Chair of medicine; editor of Harrison's Principles of Internal Medicine,,,,,1950
P00524,Florence A. Hixson,f,phd,,,,,,,,1950
P00525,Theresa I. Lynch,f,phd,,,"Director, Department of Nursing Education, Penn",,,,,1950
P00526,F. E. Price,m,phd,,,,,,,,1950
P00527,Calvin C. Murray,m,phd,,,,,,,,1950
P00528,Harold A. Wadsworth,m,phd,,,,,,,,1950
P00529,Haakon Bang,m,phd,,,,,,,,1950
P00530,J. Walter Turner,m,phd,,,Dean,,TRUE,,,1951
P00531,Carl R. Reng,m,phd,,,Head of the school administration division of the Graduate School,,,,,1951
P00532,John P. Tilton,m,phd,,,,,,,,1951
P00533,David R. Bookstaver,m,phd,,,,,,,,1951
P00534,Paul Brunton,m,phd,,,,,,,,1951
P00535,James J. Durrett,m,phd,,,,,,,,1951
P00536,Ada Fort,f,phd,,,,,,,,1951
P00537,Richard A. Mumma,m,phd,,,,,,,,1951
P00538,"Frank Thomson Gucker, Jr.",m,phd,Chemistry,US-HARVARD-UNIVERSITY,Chemistry professor,,,,,1951
P00539,Douglas Whitaker,m,phd,,,Professor of Biology,,,,,1951
P00540,E. V. Smith,m,phd,,,"Assistant Dean and Director of the Alabama Agricultural Experiment Station, Alabama Polytechnic Institute (Auburn), 1949-51",,,,,1951
P00541,Lloyd Dowler,m,phd,,,"Agriculture instructor (poultry), Fresno State College (joined 1948)",,,,,1951
P00542,Clay Lyle,m,phd,,,,,,,,1951
P00543,Frank James Welch,m,phd,Agricultural Economics,,,,,,,1951
P00544,Gordon M. Cairns,m,phd,Animal Husbandry,US-CORNELL-UNIVERSITY,,,,,,1951
P00545,Stanley George Mittelstaedt,m,phd,,,,,,,,1951
P00546,Thomas D. Rowe,m,phd,,,"Faculty, U-M College of Pharmacy",,,,,1951
P00547,Chester F. Clark,m,phd,,,,,,,,1951
P00548,John E. McCoy,m,phd,,,,,,,,1951
P00549,"Theodore M. Hesburgh, C.S.C.",m,phd,,,"Executive vice president, University of Notre Dame",,,,,1952
P00550,William C. Warren,m,phd,,,,,,,,1952
P00551,Leon H. Wallace,m,phd,,,"Professor of law, Indiana University (since 1939)",,,,,1952
P00552,Jefferson Barnes Fordham,m,phd,,,,,,,,1952
P00553,Brainerd Currie,m,phd,,,,,,,,1952
P00554,John W. Wade,m,phd,,,"Professor of Law, Vanderbilt University",,,,,1952
P00555,Wilmoth Loper,f,phd,,,,,,,,1952
P00556,Charles F. Marsh,m,phd,,,,,,,,1952
P00557,Ray Faulkner,m,phd,,,Chair of Art and Architecture; director of the Art Gallery and Museum,,,,,1952
P00558,"Rev. Charles E. Sheedy, C.S.C.",m,phd,,,"Priest and faculty, Notre Dame",,,,,1952
P00559,A. D. Weber,m,phd,,US-PURDUE-UNIVERSITY,,,,,,1952
P00560,Fred N. Briggs,m,phd,Agriculture,US-UNIVERSITY-OF-CALIFORNIA-BERKELEY,"Professor of agronomy and chair, Department of Agronomy, University of California, Davis",,,,,1952
P00561,"Alfred M. ""Al"" Boyce",m,phd,,,"Entomologist, Citrus Experiment Station, University of California",,,,,1952
P00562,Robert R. Hudelson,m,phd,,,,,,,,1952
P00563,Leander B. Dietrick,m,phd,,,,,,,,1952
P00564,Willis R. Brewer,m,phd,,,,,,,,1952
P00565,Louis C. Zopf,m,phd,,,,,,,,1952
P00566,Robert W. Morrison,m,phd,,,,,,,,1952
P00567,Ival A. Merchant,m,phd,,,,,,,,1952
P00568,Martin Roepke,m,phd,,,Professor (biochemist) in the veterinary division,US-UNIVERSITY-OF-MINNESOTA-TWIN-CITIES,,,,1952
P00569,Ernest C. Stone,m,phd,,,"Chairman, Department of Physiology and Pharmacology",,,,,1952
P00570,Arthur Larson,m,phd,,,,,,,,1953
P00571,Windsor C. Cutting,m,phd,,,"Professor of Pharmacology, Stanford University",,,,,1953
P00572,Robert J. Spicer,m,phd,,,,,,,,1953
P00573,Thomas Harrison Hunter,m,phd,,,,,,,,1953
P00574,Elizabeth K. Porter,f,phd,,,,,,,,1953
P00575,Mary A. Maher,f,phd,,,,,,,,1953
P00576,Clifford E. Erickson,m,phd,,,,,,,,1953
P00577,I. James Quillen,m,phd,,,Education faculty,,,,,1953
P00578,Joseph Butterwick,m,phd,,,,,,,,1953
P00579,Robert Fisk,m,phd,,,education faculty,,,,,1953
P00580,Irving R. Melbo,m,phd,,,,,,,,1953
P00581,Clifford M. Hardin,m,phd,Agricultural Economics,US-PURDUE-UNIVERSITY,Michigan State College agricultural economics faculty/administration,,,,,1953
P00582,Dean Wallace Colvard,m,phd,,US-PURDUE-UNIVERSITY,,,,,,1953
P00583,Ernest W. Wohletz,m,phd,,,,,,,,1953
P00584,Harold Macy,m,phd,,US-IOWA-STATE-UNIVERSITY,,,,,,1953
P00585,Stephen Wilson,m,phd,,,,,,,,1953
P00586,Harry W. Orr,m,phd,,,"Head, Department of Physiology and Pharmacology",,,,,1953
P00587,Willis W. Armistead,m,phd,,,,,,,,1953
P00588,Mark W. Allam,m,phd,,,,,,,,1953
P00589,E.Q. Brothers,m,phd,,,,,,,,1954
P00590,Carey Croneis,m,phd,,US-HARVARD-UNIVERSITY,President of Beloit College (1944-1954),,,,,1954
P00591,Paul R. Dean,m,phd,,,,,,,,1954
P00592,"Charles Wilson Taintor, II",m,phd,,,,,,,,1954
P00593,George T. Harrell,m,phd,,,,,,,,1954
P00594,Homer F. Marsh,m,phd,,,"Associate dean, University of Miami School of Medicine (at 1952 founding)",,,,,1954
P00595,George N. Aagaard,m,phd,,,,,,,,1954
P00596,Mildred D. Rordame Quinn,f,phd,,,Nursing faculty/administrator,,,,,1954
P00597,Lindley Stiles,m,phd,,,Education administrator,,,,,1954
P00598,Morton Grodzins,m,phd,Political Science,US-UNIVERSITY-OF-CALIFORNIA-BERKELEY,,,,,,1954
P00599,Chauncy Harris,m,phd,Geography,US-UNIVERSITY-OF-CHICAGO,,,,,,1954
P00600,George R. Waggoner,m,phd,English,,KU faculty,,,,,1954
P00601,Thomas K. Cowden,m,phd,,US-CORNELL-UNIVERSITY,"First chairman of the Department of Agricultural Economics, Michigan State (1949-1954)",,,,,1954
P00602,Maurice M. Kelso,m,phd,,,,,,,,1954
P00603,Louis B. Howard,m,phd,,,,,,,,1954
P00604,John Bertrand,m,phd,,,,,,,,1954
P00605,Joseph F. Kowalewski,m,phd,,,,,,,,1954
P00606,Donald E. Jasper,m,phd,,,Founding faculty member and professor of veterinary medicine (bovine mastitis research),,,,,1954
P00607,W. T. S. Thorp,m,phd,,,"Veterinary Director, U.S. Public Health Service",,,,,1954
P00608,Francis Marion Kinard,m,phd,,,,,,,,1955
P00609,John W. Shirley,m,phd,,,,,,,,1955
P00610,Carl J. Rees,m,phd,,,,,,,,1955
P00611,Chester S. Keefer,m,phd,,,,,,,,1955
P00612,Robert C. Berson,m,phd,,,,,,,,1955
P00613,David S. Pankratz,m,phd,,,"Faculty/administrator (Anatomy), University of Kansas",,,,,1955
P00614,Ann M. Jacobansky,f,phd,,,,,,,,1955
P00615,Rhoda Reddig,f,phd,,,,,,,,1955
P00616,Eleanor M. King,f,phd,,,Yale University,,,,,1955
P00617,Willard Zahn,m,phd,,,,,,,,1955
P00618,Robert M. Magee,m,phd,,,,,,,,1955
P00619,George M. Smith,m,phd,,,Baylor faculty,,,,,1955
P00620,Glenn H. Beck,m,phd,Animal Physiology and Nutrition,US-CORNELL-UNIVERSITY,,,,,,1955
P00621,Walter F. McCulloch,m,phd,,,OSU forestry professor,,,,,1955
P00622,John G. Adams,m,phd,,,,,,,,1955
P00623,Bertholf,m,phd,,,faculty; appointed by Board of Regents to organize the new school,,,,,1955
P00624,Ivan W. Rowland,m,phd,,,Dean of the College of Pharmacy at Idaho State University,,TRUE,,,1955
P00625,Carey V. Stabler,m,phd,,,,,,,,1956
P00626,Arthur E. Fitzgerald,m,phd,,,,,,,,1956
P00627,Hoke S. Greene,m,phd,,,,,,,,1956
P00628,John Sherman Myers,m,phd,,,,,,,,1956
P00629,Robert Drinan,m,phd,,,,,,,,1956
P00630,Gray Thoron,m,phd,,,,,,,,1956
P00631,Dale F. Stansbury,m,phd,,,,,,,,1956
P00632,John Ritchie III,m,phd,,,Professor of Law at University of Virginia School of Law,,,,,1956
P00633,Newell Blakely,m,phd,,,"Professor, University of Houston Law Center",,,,,1956
P00634,William B. Lockhart,m,phd,,,"Professor of Law, University of Minnesota",,,,,1956
P00635,Clyde L. Colson,m,phd,,,,,,,,1956
P00636,Arthur Pawley Richardson,m,phd,,,"Faculty (pharmacology), Emory",,,,,1956
P00637,William R. Willard,m,phd,,,"Dean, State University of New York Upstate Medical Center",,TRUE,,,1956
P00638,Hazel Fowler,f,phd,,,,,,,,1956
P00639,Dorothy M. Smith,f,phd,,,,,,,,1956
P00640,Emily C. Cardew,f,phd,,,,,,,,1956
P00641,Hubert Everly,m,phd,,,,,,,,1956
P00642,Lloyd P. Jorgenson,m,phd,,,,,,,,1956
P00643,Francis C. Rosecrance,m,phd,,,,,,,,1956
P00644,Edward K. Graham,m,phd,,,Faculty/administrator,,,,,1956
P00645,Calvin Darlington Linton,m,phd,,US-JOHNS-HOPKINS-UNIVERSITY,Professor of English,,,,,1956
P00646,Rush Elliot,m,phd,,,Zoology faculty,,,,,1956
P00647,Philip Rhinelander,m,phd,Philosophy,US-HARVARD-UNIVERSITY,Professor of Philosophy,,,,,1956
P00648,Harold E. Myers,m,phd,,,,,,,,1956
P00649,Arthur G. Zupko,m,phd,,,,,,,,1956
P00650,Jack Edward Orr,m,phd,,,,,,,,1956
P00651,Warren E. Weaver,m,phd,,,,,,,,1956
P00652,Carl A. Brandly,m,phd,,,,,,,,1956
P00653,Harvey Alexander Neville,m,phd,,,,,,,,1957
P00654,Elvin R. Latty,m,phd,,,,,,,,1957
P00655,William B. Peden,m,phd,,,,,,,,1957
P00656,James A. Burnes,m,phd,,,,,,,,1957
P00657,"Thomas McIntyre Cooley, II",m,phd,,,,,,,,1957
P00658,Thomas B. Turner,m,phd,,,"Professor of Microbiology, Johns Hopkins University",,,,,1957
P00659,Robert H. Alway,m,phd,,,"Professor of Pediatrics, Stanford University",,,,,1957
P00660,Robert J. Glaser,m,phd,,,,,,,,1957
P00661,Emily Holmquist,f,phd,,,,,,,,1957
P00662,Pearl Parvin Coulter,f,phd,,,Public health nursing educator,,,,,1957
P00663,Arthur Lewis,m,phd,,,,,,,,1957
P00664,Earl L. Butz,m,phd,Agricultural Economics,US-PURDUE-UNIVERSITY,"Head, Department of Agricultural Economics, Purdue University (and previously U.S. Assistant Secretary of Agriculture)",,,,,1957
P00665,Allyn M. Herrick,m,phd,,,,,,,,1957
P00666,Winthrop C. Libby,m,phd,,,"Professor and chair of the Department of Agronomy, University of Maine",,,,,1957
P00667,Oliver Marsilius Littlejohn,m,phd,,,,,,,,1957
P00668,George Hager,m,phd,,,,,,,,1957
P00669,Rue Jensen,m,phd,,,,,,,,1957
P00670,Alvin A. Price,m,phd,,,,,,,,1957
P00671,Ralph C. Barnhart,m,phd,,,,,,,,1958
P00672,Richard C. Maxwell,m,phd,,,"Law professor, UCLA School of Law",,,,,1958
P00673,Marlin M. Volz,m,phd,,,,,,,,1958
P00674,Robert B. Howard,m,phd,,,"Faculty, University of Minnesota Medical School",,,,,1958
P00675,Marcia Allene Dake,f,phd,,,"Doctoral student, Teachers College, Columbia University",,,,,1958
P00676,Doris B. Yingling,f,phd,,,,,,,,1958
P00677,Lewie Burnet,m,phd,,,,,,,,1958
P00678,James G. Harlow,m,phd,,,,,,,,1958
P00679,Roy Huffman,m,phd,,,,,,,,1958
P00680,Morton M. Rosenberg,m,phd,,,,,,,,1958
P00681,James E. Greene,m,phd,,,,,,,,1958
P00682,Clayton O. Dohrenwend,m,phd,,US-UNIVERSITY-OF-MICHIGAN,,,,,,1959
P00683,Leonard Mead,m,phd,,,"Professor of psychology, Tufts University",,,,,1959
P00684,Harris W. Dean,m,phd,,,,,,,,1959
P00685,William J. Boswell,m,phd,,,,,,,,1959
P00686,Frank E. Maloney,m,phd,,,,,,,,1959
P00687,"Robert McCormick Figg, Jr.",m,phd,,,,,,,,1959
P00688,Lamar Soutter,m,phd,,,,,,,,1959
P00689,William N. Hubbard Jr.,m,phd,,,"Faculty/administrator, New York University College of Medicine",,,,,1959
P00690,L. Bernice Chapman,f,phd,,,,,,,,1959
P00691,Maria B. Hawkins,f,phd,,,,,,,,1959
P00692,Edna L. Fritze,f,phd,,,,,,,,1959
P00693,Florence Schorske Wald,f,phd,,,Acting dean 1958-1959,,TRUE,,,1959
P00694,Harold G. Shane,m,phd,,,,,,,,1959
P00695,Kenneth Howe,m,phd,,,faculty,,,,,1959
P00696,Jean Battle,m,phd,,,,,,,,1959
P00697,W. Melville Jones,m,phd,,US-HARVARD-UNIVERSITY,,,,,,1959
P00698,Charles E. Palm,m,phd,Entomology,US-CORNELL-UNIVERSITY,"Director, Cornell University Agricultural Experiment Station (1957-1959)",,,,,1959
P00699,Samuel T. Coker,m,phd,,,,,,,,1959
P00700,George C. Poppensiek,m,phd,,,Supervisory veterinarian for immunological investigations (1955-1959),,,,,1959
P00701,Edward J. Mortola,m,phd,,,"Provost/dean, Pace College",,TRUE,,,1960
P00702,Jack Kenny Williams,m,phd,,,,,,,,1960
P00703,Barnes Woodhall,m,phd,,,"Chief of Neurosurgery, Duke",,,,,1960
P00704,Rozella M. Schlotfeldt,f,phd,,,,,,,,1960
P00705,Dorothy Lacour and Genevieve Noble,f,phd,,,,,,,,1960
P00706,Helen L. Bunge,f,phd,,,Director of the School of Nursing and Associate Dean of the Medical School,,,,,1960
P00707,Marion M. Schrum,f,phd,,,,,,,,1960
P00708,C. A. Weber,m,phd,,,,,,,,1960
P00709,Lewis H. Rohrbaugh,m,phd,,,"Faculty/administrator, BU",,,,,1960
P00710,Alfred M. Boyce,m,phd,,US-UNIVERSITY-OF-CALIFORNIA-BERKELEY,Director of the Citrus Experiment Station (1952-1960),,,,,1960
P00711,D. Gale Johnson,m,phd,,US-IOWA-STATE-UNIVERSITY,,,,,,1960
P00712,Herman Brooks James,m,phd,,US-DUKE-UNIVERSITY,,,,,,1960
P00713,Elmer R. Kiehl,m,phd,,,"Professor of Agricultural Economics, University of Missouri",,,,,1960
P00714,Elvin F. Frolik,m,phd,,,"Director of the Agricultural Experiment Station, University of Nebraska",,,,,1960
P00715,Allen I. White,m,phd,,,,,,,,1960
P00716,Erskine V. Morse,m,phd,,,,,,,,1960
P00717,Glenn James Christensen,m,phd,,,,,,,,1961
P00718,Paul F. Chenea,m,phd,,,,,,,,1961
